id,name,type,region,locality,lat,lon
4000,Chess board in the center of Elista,"Monuments, sculptures, memorials",Republic of Kalmykia,Elista,44.252385,46.323908
4001,Night assault of Spassk,"Monuments, sculptures, memorials",Primorsky Krai,Spassk-Dalny,132.817559,44.597641
4002,The Eiffel Tower,"Monuments, sculptures, memorials",Perm,Permian,56.229434,58.01045
4003,The Eiffel Tower,"Monuments, sculptures, memorials",Sverdlovsk region,Polevskoy,60.177072,56.446499
4004,"Eco-park ""Bear Land""","Gardens, squares, parks",Arhangelsk region,Kargopol,38.948166,61.505339
4005,Ethno-cultural complex in the village of Beldir-Kezhii,"Monuments, sculptures, memorials",Tyva Republic,,92.770493,51.45916
4006,Southern Arc de Triomphe,"Monuments, sculptures, memorials",Republic of Kalmykia,Elista,44.269759,46.307743
4007,"? The monument ""where Russia begins""","Monuments, sculptures, memorials",Kamchatka Krai,,169.782981,61.350179
4008,Alexander Column,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,30.327447,59.930331
4009,Bust Yuri Bilibinu,"Monuments, sculptures, memorials",Magadan Region,Magadan,150.808586,59.565151
4010,Memorial «victory»,military glory,The Republic of Sakha (Yakutia),Zabaykalsk,148.058241,64.088698
4011,Memorial in honor of the portal Decembrists stay at the Petrovsky Plant,"Monuments, sculptures, memorials",Transbaikal region,Petrovsk-Zabaykalsky,108.846689,51.274889
4012,"Monument ""Amga Sloboda""","Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Амга,131.987129,60.896985
4013,Monument Miastr Amma ',"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Амга,131.987129,60.896985
4014,Monument AE Kulakovskii,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,129.725971,62.074189
4015,Monument to the Heroes of the Battle of Kuban,"Monuments, sculptures, memorials",Krasnodar region,Krasnodar,Not found,
4016,The Monument to Maxim Ammosov,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,129.664885,62.031436
4017,Monument to Minin and Pozharsky,"Monuments, sculptures, memorials",Moscow,,37.4114,55.844394
4018,Pamyatnik Botur Booturu,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Itık-Kyuyol,133.559899,62.360667
4019,monument Tsentrosibirtsam,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Oljokminsk,120.403075,60.372976
4020,Monument in honor of the fiftieth anniversary of the October Revolution and the fighters for it,"Monuments, sculptures, memorials",Transbaikal region,Petrovsk-Zabaykalsky,108.846689,51.274889
4021,monument hare,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,129.664885,62.031436
4022,monument tankers,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,129.664885,62.031436
4023,monument Carp,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,129.664885,62.031436
4024,Monument to the founder of Yakutsk Peter Beketov,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,129.744,62.086266
4025,monument to first builders,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Neryungri,124.720315,56.659948
4026,Monument to the Fallen teachers and students of the school №1,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Zabaykalsk,114.911844,60.713731
4027,Monument Lena River,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),,Not found,
4028,monument to the teacher,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,129.664885,62.031436
4029,monument Coachman,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Zabaykalsk,114.911844,60.713731
4030,Monument-bust of Gabriel Chiryaevu,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Neryungri,124.720315,56.659948
4031,"Panel ""Decembrists in Transbaikalia""","Monuments, sculptures, memorials",Transbaikal region,Petrovsk-Zabaykalsky,108.831391,51.251049
4032,Sculpture mammoth,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,129.732178,62.027216
4033,"Sculpture ""Twin Cities""","Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,129.732178,62.027216
4034,"Sculpture ""Seeing at the front""",military glory,The Republic of Sakha (Yakutia),Yakutsk,Not found,
4035,Discoveries Monument gold Aldana MP Tarabukin and VP Bertine,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Loss,Not found,
4036,"Sculpture ""Dandelions. Three Graces""","Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,129.48745,62.071627
4037,Alexander Palace,palaces,St. Petersburg,St. Petersburg,30.317494,59.956043
4038,Anichkov Palace,palaces,St. Petersburg,St. Petersburg,30.297668,59.929263
4039,Ataman Palace,palaces,Rostov region,Novocherkassk,40.093725,47.422052
4040,Grand Peterhof Palace,palaces,St. Petersburg,Peterhof,29.908572,59.884027
4041,Vorontsov Palace,palaces,St. Petersburg,St. Petersburg,30.237526,59.845917
4042,Vorontsov Palace,palaces,Republic of Crimea,,33.993751,45.389194
4043,Gatchina Palace,palaces,St. Petersburg,St. Petersburg,30.297668,59.929263
4044,Beloselsky-Belozersky Palace,palaces,St. Petersburg,St. Petersburg,30.297668,59.929263
4045,Grand Duke Alexei Palace,palaces,St. Petersburg,St. Petersburg,30.401693,59.942647
4046,Palace Volkov-Yusupov,palaces,Moscow,,37.603487,55.745068
4047,Vicar Palace,palaces,Tyumen region,Tobolsk,68.253762,58.201698
4048,Shuvalov Palace,palaces,St. Petersburg,St. Petersburg,30.297668,59.929263
4049,Palace of Oldenburg,palaces,Voronezh region,Ramon,39.337837,51.908927
4050,Peter II Palace,palaces,St. Petersburg,St. Petersburg,30.325336,59.969866
4051,Palace Razumovsky,palaces,St. Petersburg,St. Petersburg,30.297668,59.929263
4052,Palace of Rumyantsev,palaces,St. Petersburg,St. Petersburg,30.297668,59.929263
4053,Palace of Grand Duke Nicholas Jr.,palaces,St. Petersburg,St. Petersburg,30.401693,59.942647
4054,The palace of the sovereign Moldova Dimitrie Cantemir,palaces,St. Petersburg,St. Petersburg,Not found,
4055,"Palace of Culture ""Volgogradgidrostroy"" and recreation park in the town of Volzhsky",palaces,Volgograd region,Volzhsky,44.751867,48.786293
4056,Catherine Palace,palaces,St. Petersburg,St. Petersburg,30.440186,59.981893
4057,Yelagin Palace,palaces,St. Petersburg,St. Petersburg,30.297668,59.929263
4058,Winter Palace,palaces,St. Petersburg,St. Petersburg,30.297668,59.929263
4059,Stone Island Palace,palaces,St. Petersburg,St. Petersburg,30.311637,59.965764
4060,Konstantinovsky Palace,palaces,St. Petersburg,Strelna,30.056632,59.857825
4061,Summer Palace of Peter I,palaces,St. Petersburg,St. Petersburg,30.297668,59.929263
4062,Livadiyskiy Palace,palaces,Republic of Crimea,,33.993751,45.389194
4063,Lisinski hunting palace,palaces,Leningrad region,,28.3314,59.349324
4064,Mariinsky Palace,palaces,St. Petersburg,St. Petersburg,30.38061,59.944508
4065,Menshikov Palace,palaces,St. Petersburg,St. Petersburg,30.427565,59.993653
4066,Mikhailovsky Palace,palaces,St. Petersburg,St. Petersburg,30.294201,59.899816
4067,The Marble Palace,palaces,St. Petersburg,St. Petersburg,30.297668,59.929263
4068,Nicholas Palace,palaces,St. Petersburg,St. Petersburg,30.297668,59.929263
4069,Stroganov Palace,palaces,St. Petersburg,St. Petersburg,30.297668,59.929263
4070,Tauride Palace,palaces,St. Petersburg,St. Petersburg,30.384562,59.950339
4071,Tver Imperial Traveling palace,palaces,Tver region,Tver,35.907009,56.855073
4072,Chesme Palace,palaces,St. Petersburg,St. Petersburg,30.297668,59.929263
4073,Sheremetev Palace,palaces,St. Petersburg,St. Petersburg,30.22353,59.846613
4074,Yusupov Palace,palaces,St. Petersburg,St. Petersburg,30.297668,59.929263
4075,Yusupov palace and park estate complex,palaces,Republic of Crimea,Koreiz,34.091487,44.430129
4076,khan's Palace,palaces,Republic of Crimea,Bakhchisaray,33.85214,44.754887
4077,«Kalinovskaya Pisanitsa»,archaeological sites,Amur region,,127.728064,53.413341
4078,"""Stone woman""",archaeological sites,Republic of Kalmykia,,45.325701,46.414024
4079,'Man-kojee,archaeological sites,Tyva Republic,,94.793085,51.584332
4080,«Shaytanskaya Pisanitsa»,archaeological sites,Sverdlovsk region,October,60.821541,56.636006
4081,Alexandrova forest,archaeological sites,Yaroslavskaya oblast,Pereslavl,38.982275,56.577199
4082,Archaeological sites of the village Kamunta,archaeological sites,Republic of North Ossetia - Alania,Kamunta,Not found,
4083,"Archaeological sites of the Neolithic, early and advanced Bronze Age",archaeological sites,Novosibirsk region,Osyntsevo,77.233833,55.497235
4084,"Archaeological complex ""Belomorsk petroglyphs""",archaeological sites,The Republic of Karelia,Vygostrov,34.665367,64.480108
4085,"Archaeological complex ""Mesgrigny""",archaeological sites,Vologda Region,Mégrine,35.584011,59.148101
4086,"Archaeological complex ""Northwest suburbs of the ancient city Kerkinitida V-III centuries BC""",archaeological sites,Republic of Crimea,Yevpatoriya,Not found,
4087,"Archaeological complex ""Yustyd""",archaeological sites,Altai Republic,Tashanta,89.193662,49.716552
4088,"Archaeological monument ""Bald Mountain""",archaeological sites,Kemerovo region,Yaya,Not found,
4089,"Archaeological site of ""pike town""",Nature,Tula region,Sokolovka,Not found,
4090,Archaeological site of ancient settlement and Rusenihinskoe Museum eras in Rusenihe,archaeological sites,Nizhny Novgorod Region,Ruseniha,45.360547,56.905554
4091,Ak-Kaya Archaeological Park,archaeological sites,Republic of Crimea,Belogorsk,34.59997,45.057123
4092,Achinskaya Paleolithic,archaeological sites,Krasnoyarsk region,,93.947133,54.970577
4093,Belgorod defensive line,archaeological sites,Lipetsk region,,Not found,
4094,Beach Cro-Magnon in Ust-Ishim area,archaeological sites,Omsk region,Ust-Ishim,Not found,
4095,Bolshetayabinskoe settlement XII-XIV centuries.,archaeological sites,Chuvash Republic,Most Tayaba,Not found,
4096,Salbyksky large mound,archaeological sites,The Republic of Khakassia,Vertex-Bija,90.971958,53.97969
4097,Vodyanskoe settlement,archaeological sites,Volgograd region,,44.476192,48.809658
4098,Voznesenskoe settlement,archaeological sites,Novosibirsk region,Voznesenka,76.386722,55.611953
4099,Gnezdovo,archaeological sites,Smolensk region,Gnezdovo,31.863863,54.782464
4100,Forest Baga-Zarya,archaeological sites,The Republic of Buryatia,,105.254254,51.309348
4101,Mount Kulayka (Kulayskoe place of worship),archaeological sites,Tomsk region,Podgornoe,82.274253,57.521783
4102,forest Mithridates,archaeological sites,Republic of Crimea,Kerch,36.467378,45.356219
4103,Городище &quot;Усольская осада&quot;,archaeological sites,Kostroma region,Soligalich,Not found,
4104,hillfort Artezian,archaeological sites,Republic of Crimea,Kerch,36.467378,45.356219
4105,hillfort Voronich,archaeological sites,Pskov region,Voronich,28.879013,57.052751
4106,Hillfort Mount St. John of Rila,archaeological sites,Kursk region,Gorno,34.172695,51.647303
4107,Hillfort Duzu-Calais,archaeological sites,Krasnodar region,Novomyhaylovskyy,38.846549,44.252398
4108,Settlement Ylurat,archaeological sites,Republic of Crimea,Kerch,36.467378,45.356219
4109,Settlement stones,archaeological sites,Pskov region,Kamno,28.209516,57.803807
4110,Settlement nymph,archaeological sites,Republic of Crimea,Kerch,36.467378,45.356219
4111,hillfort Novonikolsk,archaeological sites,Omsk region,Novonikolsk,72.504724,57.73504
4112,Settlement Osh Pando,archaeological sites,The Republic of Mordovia,,45.183938,54.187433
4113,Ancient settlement of Ust-Polui,archaeological sites,Yamalo-Nenets Autonomous Okrug,Salekhard,66.614399,66.529844
4114,Settlement Hara Hapsahay,archaeological sites,The Republic of Buryatia,,112.348699,54.544222
4115,Fort and the tower Adiyuh,archaeological sites,Karachay-Cherkess Republic,Habez,41.765426,44.032907
4116,Settlement in Novopetrovky,archaeological sites,Amur region,Novopetrovka,128.262956,49.574386
4117,Horodyshche archaeological complex,archaeological sites,Tver region,Sandov,36.410946,58.462853
4118,"State Archaeological Museum-Reserve ""Kostenki""",archaeological sites,Voronezh region,Kostenko,39.046756,51.390757
4119,"Tomb ""Imperial barrow""",archaeological sites,Republic of Crimea,,33.259566,45.178959
4120,The village of dolmens,archaeological sites,Krasnodar region,Gelendzhik,38.076809,44.561141
4121,Dobrynin mound,archaeological sites,Ryazan Oblast,,40.58115,53.879265
4122,Valley of the kings,archaeological sites,Tyva Republic,,94.793085,51.584332
4123,dolmen Kapibge,archaeological sites,Krasnodar region,Sochi,39.723062,43.585525
4124,Volkonsky dolmen in the valley,archaeological sites,Krasnodar region,Sochi,39.808698,43.546078
4125,dolmens,archaeological sites,Krasnodar region,Tuapse,39.073553,44.09564
4126,road Genghis Khan,archaeological sites,Tyva Republic,Шанчы,91.963788,51.605633
4127,Ancient burial in paddy Anhabay,archaeological sites,Transbaikal region,,Not found,
4128,Ancient sites near the village Srostki,archaeological sites,Altai region,splices,Not found,
4129,"The ancient city of ""Sarai-Batu""",archaeological sites,Astrakhan region,Selitrennoe,47.452607,47.167833
4130,The ancient city Chichaburg,archaeological sites,Novosibirsk region,Zdvinsk,78.661849,54.702484
4131,Dırestuyskiy Kultur,archaeological sites,The Republic of Buryatia,,112.348699,54.544222
4132,Elabuga fort,archaeological sites,Republic of Tatarstan,Yelabuga,47.524211,54.57863
4133,spruce Cape,archaeological sites,Sverdlovsk region,,60.404651,56.913687
4134,Locking-Coulais Kiz,archaeological sites,Republic of Crimea,,33.993751,45.389194
4135,Zolotarevskaya settlement,archaeological sites,Penza region,Золотаревка,45.323042,53.07445
4136,Scythian gold,archaeological sites,Tyva Republic,red,94.437757,51.719086
4137,Golden Horde city Beldzhamen,archaeological sites,Volgograd region,Dubovka,44.826957,49.055369
4138,ivolga archaeological site,archaeological sites,The Republic of Buryatia,,107.287618,51.733842
4139,Ah sculpture trim,archaeological sites,The Republic of Khakassia,,90.206782,52.178654
4140,Ilinskoe settlement,archaeological sites,Arhangelsk region,İlinsko-Podomskoe,47.978004,61.115665
4141,ingala valley,archaeological sites,Tyumen region,Исетское,65.323673,56.484685
4142,Rime tas,archaeological sites,The Republic of Khakassia,,89.673667,53.882842
4143,historic shaft,archaeological sites,Samara Region,,50.465269,53.401473
4144,Stone labyrinths of Bolshoi Zayatsky Island,archaeological sites,Arhangelsk region,,43.336661,63.637517
4145,"Stone warrior ""Adyr-Kahn""",archaeological sites,Altai Republic,Inya,86.626277,50.451749
4146,Upload-Kalén,archaeological sites,Republic of Crimea,,33.993751,45.389194
4147,Kashin settlement,archaeological sites,Sverdlovsk region,Kashin,63.929209,57.584096
4148,"Kezenoysky historical and architectural complex ""Aldama-Gezi""",archaeological sites,Chechen Republic,,Not found,
4149,Kiinskie pisanitsa,archaeological sites,Khabarovsk region,Pereyaslavka,135.053079,47.968717
4150,Kleshchinsky archaeological complex,archaeological sites,Yaroslavskaya oblast,Pereslavl,38.854373,56.739194
4151,King's bastion,archaeological sites,Smolensk region,Smolensk,32.045251,54.782635
4152,Kraskinoskoe settlement,archaeological sites,Primorsky Krai,Kraskino,130.783449,42.710607
4153,Kraskinskoe settlement,archaeological sites,Primorsky Krai,,134.709375,45.04198
4154,Krasnoyarovskoe settlement,archaeological sites,Primorsky Krai,Utesnoe,135.551896,46.561752
4155,Krasnoyarsk archaeological complex,archaeological sites,Omsk region,Krasnoyarka (Utuskunskogo s / n),73.094361,55.326302
4156,"Peasant farm ""Dolmen""",Farmhouse,Krasnodar region,Gelendzhik,38.076809,44.561141
4157,"Kurgan ""Badger log""",archaeological sites,The Republic of Khakassia,Vertex-Bija,90.971958,53.97969
4158,"Kurgan ""Oshad""",archaeological sites,Republic of Adygea,Maikop,38.950591,44.861944
4159,Babi mound mound,archaeological sites,Kurgan region,,65.341118,55.441004
4160,Barrow of Immortality,archaeological sites,Bryansk region,Bryansk,34.336242,53.282773
4161,Kurgan Kshekuravay,archaeological sites,Nizhny Novgorod Region,,45.003539,55.905629
4162,"Mounds ""Three Brothers""",archaeological sites,Republic of Kalmykia,Sandy,44.158817,46.233629
4163,Lazovsky settlement,archaeological sites,Primorsky Krai,,134.709375,45.04198
4164,Lypynskoe settlement,archaeological sites,Kursk region,Lipina,37.590156,51.704555
4165,Maloarbatskaya Pisanitsa,archaeological sites,The Republic of Khakassia,Abaza:,90.088572,52.651657
4166,Marino gorge,Nature,Tyumen region,Исетское,65.524159,56.454563
4167,Melek-Chesmensky mound,archaeological sites,Republic of Crimea,Kerch,36.470379,45.362989
4168,Village of Kamenka,archaeological sites,The Republic of Buryatia,new Brjan,109.637126,53.581726
4169,Village Haylasy,archaeological sites,The Republic of Buryatia,,102.426493,51.714806
4170,Steel medieval horn on the bank. Volga,archaeological sites,Chuvash Republic,Ilinka,Not found,
4171,"Museum ""Selitrennoe""",archaeological sites,Astrakhan region,Selitrennoe,47.452607,47.167833
4172,The museum Kara-Tobe,archaeological sites,Republic of Crimea,Saki,33.579277,45.142294
4173,"The open air museum ""Chud mound""",archaeological sites,Arhangelsk region,Edma,Not found,
4174,"Museum-Estate ""Nikolevskoe mound""",archaeological sites,Saratov region,Pinerovka,43.064453,51.55884
4175,Nizhne-Arkhyz settlement,archaeological sites,Karachay-Cherkess Republic,Nizhniy Arkhyz,41.457646,43.677747
4176,Upper and Lower fort,archaeological sites,Kostroma region,Galich,42.357641,58.390252
4177,Defensive earthworks Pereslavl,archaeological sites,Yaroslavskaya oblast,Pereslavl,38.893342,56.778692
4178,Omsk parking,archaeological sites,Omsk region,Omsk,73.417125,54.991335
4179,Onega petroglyphs,archaeological sites,The Republic of Karelia,,34.160693,62.053081
4180,Ortinskoe settlement,archaeological sites,Nenets Autonomous Okrug,,54.128194,68.051856
4181,Remains of the rampart,archaeological sites,Nizhny Novgorod Region,Nizhny Novgorod,44.006516,56.326797
4182,Vera island,archaeological sites,Chelyabinsk region,Miass,60.03212,55.160926
4183,Pazyryk mounds,archaeological sites,Altai Republic,Balıktuyul,88.040467,50.758593
4184,"Archeology monument ""Ust-Sheksna» XI-XVI centuries.",archaeological sites,Yaroslavskaya oblast,Rybinsk,38.858406,58.048454
4185,Monuments of Ancient Literature,archaeological sites,Tyva Republic,,Not found,
4186,Petroglyphic complex Elangash,archaeological sites,Altai Republic,,88.256683,49.910626
4187,Petroglyphic complex Kalbak-Tash in the Altai Republic,archaeological sites,Altai Republic,,Not found,
4188,petroglyphs Kanozero,archaeological sites,Murmansk region,Umba,34.344174,66.684759
4189,petroglyphs of the Amur Region,archaeological sites,Amur region,,127.728064,53.413341
4190,Cave city Buckle,archaeological sites,Republic of Crimea,,Not found,
4191,Cave city Kachi-Kalon,archaeological sites,Republic of Crimea,Bashtanovka,33.894559,44.6901
4192,Cave city Mangup-Calais,archaeological sites,Republic of Crimea,,33.79772,44.594348
4193,Cave city of Tepe-Kermen,archaeological sites,Republic of Crimea,Kudrino,33.944864,44.703363
4194,Cave city Calais,archaeological sites,Republic of Crimea,Bakhchisaray,33.85214,44.754887
4195,Cave city Eski-Kermen,archaeological sites,Republic of Crimea,,33.739177,44.610322
4196,Settlement Labytnangy 1 (Komi village),archaeological sites,Yamalo-Nenets Autonomous Okrug,Labytnangi,66.383963,66.660595
4197,Siberian Ice Maiden,archaeological sites,Altai Republic,,87.015454,50.73624
4198,Shell Jurassic,archaeological sites,Chechen Republic,Be,45.977645,42.662598
4199,Excavations of dinosaur in Blagoveshchensk,archaeological sites,Amur region,Blagoveshchensk,Not found,
4200,Rurikovo Gorodische,archaeological sites,Novgorod region,Novgorod,31.298311,58.493996
4201,Savkina slide,archaeological sites,Pskov region,SAVKIN,28.884735,57.056334
4202,tobogganing Cape,archaeological sites,The Republic of Buryatia,,112.348699,54.544222
4203,Safronovskyy burial,archaeological sites,The Republic of Khakassia,Safronov,90.060275,53.044089
4204,Sanctuary Large Allakov,archaeological sites,Chelyabinsk region,,60.907025,55.973718
4205,Skelskie menhirs,archaeological sites,Sevastopol,Rodnikovskoe,33.85311,44.464743
4206,Staraya Ryazan,archaeological sites,Ryazan Oblast,Staraya Ryazan,40.423721,54.40288
4207,Starytskoe settlement,archaeological sites,Tver region,old woman,35.346775,56.72805
4208,Watchdog defensive wall and watchtower,archaeological sites,Penza region,,Not found,
4209,Parking ancient man Byzovaya and Steep Hill,archaeological sites,Komi Republic,,54.789669,64.125463
4210,Suduntuyskie pisanitsa,archaeological sites,Transbaikal region,,116.200424,52.847258
4211,Sulekskaya Pisanitsa,archaeological sites,The Republic of Khakassia,Ustinkino,89.560147,54.906155
4212,Tatar shaft,archaeological sites,Tambov Region,,41.364643,52.74301
4213,Tikhvin Uspensky Monastery,archaeological sites,Leningrad region,,32.124599,59.632533
4214,Troitsky excavation,archaeological sites,Novgorod region,Novgorod,31.269915,58.52281
4215,Truvorovo settlement,archaeological sites,Pskov region,,28.428041,57.3395
4216,"Tourist base ""North miracle""",tourist camps,Vologda Region,Threshold,Not found,
4217,Urlyapovo tract,archaeological sites,Tambov Region,Novonikolsk,40.396241,52.824241
4218,"Tract ""Devil's fort""",archaeological sites,Kaluga region,,35.335142,54.2597
4219,Usinsk mound in the Samara region,archaeological sites,Samara Region,,49.267644,53.393977
4220,Ust-Sos - open-air museum,galleries,The Republic of Khakassia,Ust-Sos,Not found,
4221,Utes Sagan-Zaba,Nature,Irkutsk region,,103.607607,52.844598
4222,Cliff of Stepan Razin,Nature,Saratov region,Belogorsk,46.72348,52.264836
4223,Filippovskiy mounds,archaeological sites,Orenburg region,,53.498682,52.743528
4224,Khumarian settlement,archaeological sites,Karachay-Cherkess Republic,Humara,41.925156,43.869298
4225,Imperial barrow,archaeological sites,Altai region,Sentelek,83.751847,51.20297
4226,Tsarev mound,archaeological sites,Samara Region,Volzhsky,50.11913,53.418617
4227,cup-shaped stones,archaeological sites,Republic of North Ossetia - Alania,Lac,44.294444,42.824969
4228,Jurchen stone turtle,archaeological sites,Primorsky Krai,Ussuriisk,131.95178,43.797273
4229,Chudskaya mountain,archaeological sites,Omsk region,Bohochanovo,73.741471,57.163211
4230,Shaman Mountain,archaeological sites,Transbaikal region,,116.200424,52.847258
4231,shamanic Cape,Nature,Irkutsk region,,103.702972,51.694803
4232,"Sharoy zheodany or ""dinosaur eggs""",Nature,Chechen Republic,,Not found,
4233,Sheymin-Forest,archaeological sites,Yamalo-Nenets Autonomous Okrug,Samburg,78.223876,67.003493
4234,Shirinsky Archaeological Park,archaeological sites,The Republic of Khakassia,Efremkino,89.445864,54.469709
4235,"Ecological-excursion complex ""Oglakhty""",archaeological sites,The Republic of Khakassia,,91.494023,54.012718
4236,"Ethno-archaeological complex ""The Lost World""",archaeological sites,Rostov region,Puhlyakovsky,40.58769,47.514135
4237,"Ethnographic Park ""Land of Ancestors""",archaeological sites,Sverdlovsk region,,61.530761,58.586755
4238,Yalomanskoe settlement,archaeological sites,Altai Republic,Kupchegen,86.421012,50.624384
4239,"""Voronezh Ventoux""",archaeological sites,Voronezh region,Voronezh,39.222377,51.696656
4240,Archaeological complex in the upper reaches of the White Iyusa,archaeological sites,The Republic of Khakassia,Malaya Ink,Not found,
4241,pisanitsa,archaeological sites,The Republic of Khakassia,bograd,90.844981,54.227406
4242,hillfort Vyshegorod,archaeological sites,Pskov region,Vyshegorod,29.713152,57.473371
4243,Generals hillfort and ancient winery,archaeological sites,Republic of Crimea,Novootradnoe,Not found,
4244,The group of archaeological sites on about. Suchu,archaeological sites,Khabarovsk region,Mariinsky,Not found,
4245,Kisilevskii mound (Stone Castle),archaeological sites,Stavropol region,,41.498339,45.3142
4246,"Cave paintings ""Shishkin pisanitsa""",archaeological sites,The Republic of Sakha (Yakutia),,Not found,
4247,National Museum Kazanovka,archaeological sites,The Republic of Khakassia,Kazanovka,90.036102,53.221058
4248,Petroglyphs Sikachi-Alyan,archaeological sites,Khabarovsk region,Sikachi-Alyan,135.639949,48.750676
4249,Shishkin pisanitsa,archaeological sites,Irkutsk region,Качуг,105.89257,53.960364
4250,Historical and archaeological reserve Naples-Scythian,archaeological sites,Republic of Crimea,Simferopol,34.100318,44.948237
4251,Antique mansion,Ruin,Sevastopol,,33.484406,44.563292
4252,Ahtyrka,Ruin,Tambov Region,Ahtyrka,41.671957,52.546264
4253,Barnaul silver factory,Ruin,Altai region,Barnaul,83.743592,53.287699
4254,Battery Mount,Ruin,Leningrad region,Vyborg,28.761513,60.70711
4255,towers Tuaeva,architecture,Republic of North Ossetia - Alania,medicine,43.910711,42.671548
4256,tower Eloeva,architecture,Republic of North Ossetia - Alania,,44.262033,43.092669
4257,tower Talhanovyh,Ruin,Republic of North Ossetia - Alania,,44.262033,43.092669
4258,Vans,Ruin,Tambov Region,,41.615812,53.753879
4259,Volkovitsky tower,Ruin,Leningrad region,,29.608975,59.337013
4260,Dargavsky necropolis,Cemeteries and graveyards,Republic of North Ossetia - Alania,Dargavs,44.437887,42.835522
4261,Abandoned Trinity Church,Ruin,Nizhny Novgorod Region,Khudyakov (Zinyakovsky s / s),43.826647,56.588551
4262,Castle Fattsaevyh - Tsallaevyh,Ruin,Republic of North Ossetia - Alania,Xanaz,Not found,
4263,"The building of the brewery ""Prikamsky""",Ruin,Perm,Permian,54.041929,56.731101
4264,"Having ""Help""",architecture,Tambov Region,Sovyetsk,42.357829,52.238747
4265,Historical Reserve-mill ruins them. KN Grudinina,"Monuments, sculptures, memorials",Volgograd region,,Not found,
4266,Complex Tikhvin water system,Ruin,Leningrad region,,29.608975,59.337013
4267,fortress Trongzund,Ruin,Leningrad region,Vysotsk,28.568277,60.625604
4268,Fortress in Ust-Elegest,defenses,Tyva Republic,Ust-Elegest,94.099622,51.564243
4269,burial Sarbaduy,Ruin,The Republic of Buryatia,,112.348699,54.544222
4270,St. Nicholas church,Ruin,Tambov Region,,40.934206,52.242856
4271,St. Nicholas Church in Treskino,Ruin,Tambov Region,,42.295316,52.331972
4272,Orzhevsky Bogolyubsky-Tisheninovsky convent,Ruin,Tambov Region,,Not found,
4273,Remains of buildings Akatuevskoy prison,Ruin,Transbaikal region,,Not found,
4274,"Pavilion ""Birdman""",Ruin,Leningrad region,,29.608975,59.337013
4275,Paramonovskie warehouses,Ruin,Rostov region,Rostov-on-Don,39.720349,47.222078
4276,church of the Transfiguration,Ruin,Tambov Region,transformation,41.659255,52.479098
4277,The ruins of a Byzantine church,Ruin,Krasnodar region,Sochi,39.723062,43.585525
4278,The ruins of the French factories of the XIX century,Ruin,Chelyabinsk region,Nail,Not found,
4279,The ruins of the mansion breeder IG Kamensky,Ruin,Perm,immerse,Not found,
4280,Transfiguration Monastery,Ruin,Bryansk region,Sevsk,34.495091,52.156089
4281,Old mill in Kulyabovke,Ruin,Tambov Region,,42.333467,52.219286
4282,Uvek settlement,Ruin,Saratov region,Always,45.981355,51.411969
4283,Urlyapovo tract,archaeological sites,Tambov Region,Novonikolsk,40.396241,52.824241
4284,Golitsyn Manor in the village of Murom-Prechistoye,architecture,Smolensk region,Prechistoe,34.628797,55.662471
4285,Manor Lodygina,Ruin,Tambov Region,,42.607633,51.790543
4286,Manor Petrovo Solovovo in Andrianovke,Ruin,Tambov Region,Andrianovka,Not found,
4287,Manor Wrangel,Ruin,Leningrad region,,30.857858,60.061363
4288,Manor General Smelskogo,Ruin,Ryazan Oblast,,39.725101,53.913741
4289,Temple of Archangel Michael in Chernavka,Ruin,Tambov Region,Chernavka,Not found,
4290,Church of Our Lady of Vladimir,Ruin,Perm,Usolye,Not found,
4291,Church of the Resurrection,Ruin,Tambov Region,,Not found,
4292,Church of Elijah the Prophet,Ruin,Perm,Pyantyeg,56.250662,60.155265
4293,Church of the Nativity of the Blessed Virgin Mary,Ruin,Bryansk region,Lyschichi,Not found,
4294,The Church of the Beheading of John the Baptist,Ruin,Tambov Region,large Nikolskoye,Not found,
4295,The Church of St. Paraskeva,Ruin,Tambov Region,,Not found,
